SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),529-531 37th Ave,San Francisco,CA,94121,1950000,6,5.0,SF District 1,3641,3001,1960,6,536,,Active,,,https://www.redfin.com/CA/San-Francisco/529-531-37th-Ave-94121/home/196618121,San Francisco MLS,425058716,N,Y,37.778807,-122.497871
MLS Listing,,Single Family Residential,783 31st Ave,San Francisco,CA,94121,1998000,5,4.0,SAN FRANCISCO,2730,2247,1926,6,732,,Active,,,https://www.redfin.com/CA/San-Francisco/783-31st-Ave-94121/home/1001028,MLSListings,ML82015990,N,Y,37.774492,-122.4910388
MLS Listing,,Single Family Residential,496 Ellsworth St,San Francisco,CA,94110,899000,1,1.0,SF District 9,840,1751,1920,6,1070,,Active,July-31-2025 05:30 PM,July-31-2025 06:30 PM,https://www.redfin.com/CA/San-Francisco/496-Ellsworth-St-94110/home/1471596,San Francisco MLS,425060588,N,Y,37.7373495,-122.4149025
MLS Listing,,Single Family Residential,66 Athens St,San Francisco,CA,94112,799000,3,2.0,SF District 10,1313,2495,1950,6,609,,Active,July-31-2025 05:00 PM,July-31-2025 07:00 PM,https://www.redfin.com/CA/San-Francisco/66-Athens-St-94112/home/1752241,San Francisco MLS,425060782,N,Y,37.7270416,-122.4246363
MLS Listing,,Single Family Residential,129 Meadowbrook Dr,San Francisco,CA,94132,1490000,3,2.0,SF District 3,1678,2500,1941,6,888,,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/129-Meadowbrook-Dr-94132/home/839464,San Francisco MLS,425060344,N,Y,37.731858,-122.48477
MLS Listing,,Single Family Residential,161 Castro St Unit C,San Francisco,CA,94114,865000,2,1.0,SF District 5,,1999,1900,6,,399,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/161-Castro-St-94114/unit-C/home/170557585,San Francisco MLS,425060472,N,Y,37.766319,-122.435247
MLS Listing,,Condo/Co-op,601 Van Ness Ave #847,San Francisco,CA,94102,399000,1,1.0,SF District 8,621,105807,1982,6,643,1103,Active,,,https://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-847/home/1460056,San Francisco MLS,425060764,N,Y,37.7814909,-122.4208963
MLS Listing,,Condo/Co-op,1288 Howard St #515,San Francisco,CA,94103,548000,0,1.0,SF District 9,463,37143,2022,6,1184,528,Active,,,https://www.redfin.com/CA/San-Francisco/1288-Howard-St-94103/unit-515/home/187611303,San Francisco MLS,425060798,N,Y,37.775436,-122.4130273
MLS Listing,,Single Family Residential,834 Florida St,San Francisco,CA,94110,674000,3,1.0,SF District 9,1920,2596,1900,6,351,,Active,,,https://www.redfin.com/CA/San-Francisco/834-Florida-St-94110/home/196616402,San Francisco MLS,425060774,N,Y,37.7585035,-122.4108778
MLS Listing,,Single Family Residential,832 Florida St,San Francisco,CA,94110,450000,3,1.0,SF District 9,1113,2596,1900,6,404,,Active,July-31-2025 05:00 PM,July-31-2025 07:00 PM,https://www.redfin.com/CA/San-Francisco/832-Florida-St-94110/home/729949,San Francisco MLS,425060761,N,Y,37.758498,-122.410896
MLS Listing,,Condo/Co-op,117 Telegraph Hill Blvd,San Francisco,CA,94133,7880000,4,5.5,SF District 8,4190,,,6,1881,,Active,,,https://www.redfin.com/CA/San-Francisco/117-Telegraph-Hill-Blvd-94133/home/181636380,BAREIS,425059731,N,Y,37.8016222,-122.4059638
MLS Listing,,Condo/Co-op,400 Beale St #403,San Francisco,CA,94105,475000,1,1.0,SF District 9,770,27582,2002,6,617,1153,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-403/home/868164,San Francisco MLS,425059353,N,Y,37.7870715,-122.3909973
MLS Listing,,Single Family Residential,18 Cragmont Ave,San Francisco,CA,94116,2495000,3,3.5,SF District 2,2318,4251,1958,6,1076,,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/18-Cragmont-Ave-94116/home/953706,San Francisco MLS,425050160,N,Y,37.7510855,-122.4682734
MLS Listing,,Multi-Family (2-4 Unit),374-376 Funston Ave,San Francisco,CA,94118,1725000,6,4.0,SF District 1,4116,2996,1922,6,419,,Active,,,https://www.redfin.com/CA/San-Francisco/374-376-Funston-Ave-94118/home/190760896,San Francisco MLS,425053468,N,Y,37.781241,-122.471488
MLS Listing,,Single Family Residential,58 Sala Ter,San Francisco,CA,94112,950000,2,2.0,SF District 10,1309,2204,1926,6,726,,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/58-Sala-Ter-94112/home/825265,San Francisco MLS,425059375,N,Y,37.7143658,-122.4455442
MLS Listing,,Condo/Co-op,1520 Taylor St #501,San Francisco,CA,94133,1250000,2,2.0,SF District 8,1130,9375,1976,6,1106,914,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1520-Taylor-St-94133/unit-501/home/1529265,San Francisco MLS,425057401,N,Y,37.7964466,-122.413234
MLS Listing,,Condo/Co-op,884 York St,San Francisco,CA,94110,979000,2,1.0,SAN FRANCISCO,1350,2494,1902,6,725,,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/884-York-St-94110/home/167314448,MLSListings,ML82015920,N,Y,37.7580242,-122.408921
MLS Listing,,Single Family Residential,424 Francisco St,San Francisco,CA,94133,949000,2,2.0,SF District 8,1025,2748,1906,6,926,555,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/424-Francisco-St-94133/home/2030219,San Francisco MLS,425055304,N,Y,37.805003,-122.412326
MLS Listing,,Single Family Residential,95 Nordhoff St,San Francisco,CA,94131,3988000,4,5.0,SAN FRANCISCO,2461,2813,2025,6,1620,,Active,,,https://www.redfin.com/CA/San-Francisco/95-Nordhoff-St-94131/home/187348787,MLSListings,ML82012185,N,Y,37.734336,-122.4413051
MLS Listing,,Single Family Residential,1625 Vallejo St,San Francisco,CA,94123,5995000,4,4.5,SF District 7,3675,3040,1900,6,1631,,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1625-Vallejo-St-94123/home/1216918,San Francisco MLS,425056523,N,Y,37.796344,-122.4247597
MLS Listing,,Single Family Residential,1287 Geneva Ave,San Francisco,CA,94112,848000,3,1.5,SF District 10,1714,2495,1923,6,495,,Active,August-2-2025 01:00 PM,August-2-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/1287-Geneva-Ave-94112/home/1503867,San Francisco MLS,425060338,N,Y,37.7137895,-122.4346488
MLS Listing,,Multi-Family (2-4 Unit),2500-2502 25th St,San Francisco,CA,94110,1250000,8,3.0,SF District 9,3650,1912,1915,6,342,,Active,,,https://www.redfin.com/CA/San-Francisco/2502-25th-St-94110/home/148077095,San Francisco MLS,425056137,N,Y,37.7520483,-122.4034996
MLS Listing,,Single Family Residential,87 Whittier St,San Francisco,CA,94112,998000,3,1.0,SF District 10,1285,1842,1925,6,777,,Active,July-31-2025 04:00 PM,July-31-2025 06:00 PM,https://www.redfin.com/CA/San-Francisco/87-Whittier-St-94112/home/1918236,San Francisco MLS,425059641,N,Y,37.7093725,-122.4476306
MLS Listing,,Single Family Residential,1007 Portola Dr,San Francisco,CA,94127,1650000,3,2.0,SF District 4,1395,3545,1926,6,1183,,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1007-Portola-Dr-94127/home/1395360,San Francisco MLS,425057524,N,Y,37.7417202,-122.4557232
MLS Listing,,Single Family Residential,470 Madrid St,San Francisco,CA,94112,950000,3,2.0,SF District 10,1394,2495,1960,6,681,,Active,August-2-2025 01:00 PM,August-2-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/470-Madrid-St-94112/home/1214227,San Francisco MLS,425059757,N,Y,37.7221643,-122.4326604
MLS Listing,,Single Family Residential,325 Pope St,San Francisco,CA,94112,899000,3,2.0,SF District 10,1546,2996,1928,6,582,,Active,,,https://www.redfin.com/CA/San-Francisco/325-Pope-St-94112/home/796411,MetroList,425057438,N,Y,37.7111747,-122.4397717
MLS Listing,,Single Family Residential,667 39th Ave,San Francisco,CA,94121,1399000,5,2.5,SF District 1,1884,2996,1924,7,743,,Active,August-2-2025 01:30 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/667-39th-Ave-94121/home/619107,San Francisco MLS,425060531,N,Y,37.7762386,-122.4997896
MLS Listing,,Single Family Residential,56 Harper St,San Francisco,CA,94131,1795000,2,2.0,SF District 5,1600,1999,1914,7,1122,,Active,July-31-2025 04:00 PM,July-31-2025 05:30 PM,https://www.redfin.com/CA/San-Francisco/56-Harper-St-94131/home/1133796,San Francisco MLS,425058907,N,Y,37.7408746,-122.4300889
MLS Listing,,Condo/Co-op,8 Buchanan St #505,San Francisco,CA,94102,1250000,2,2.0,SF District 6,1025,21140,2014,7,1220,830,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/8-Buchanan-St-94102/unit-505/home/110051321,San Francisco MLS,425060502,N,Y,37.7699851,-122.4265079
MLS Listing,,Single Family Residential,651 41st Ave,San Francisco,CA,94121,2750000,5,4.0,SAN FRANCISCO,2345,2252,1923,7,1173,,Active,July-31-2025 04:00 PM,July-31-2025 06:00 PM,https://www.redfin.com/CA/San-Francisco/651-41st-Ave-94121/home/2003929,MLSListings,ML82015497,N,Y,37.7764137,-122.5019154
MLS Listing,,Condo/Co-op,2415 Van Ness Ave #202,San Francisco,CA,94109,500000,1,1.0,SF District 7,566,5520,1926,7,883,822,Active,,,https://www.redfin.com/CA/San-Francisco/2415-Van-Ness-Ave-94109/unit-202/home/1226956,MetroList,425059182,N,Y,37.7978854,-122.4242247
MLS Listing,,Multi-Family (5+ Unit),1732-1736 Page St,San Francisco,CA,94117,2995000,24,4.0,SF District 5,6375,3436,1909,7,470,,Active,,,https://www.redfin.com/CA/San-Francisco/1732-1736-Page-St-94117/home/196594968,San Francisco MLS,425060364,N,Y,37.7709339,-122.44943
MLS Listing,,Multi-Family (5+ Unit),1738-1742 Page St,San Francisco,CA,94117,2995000,24,4.0,SF District 5,6375,3436,1909,7,470,,Active,,,https://www.redfin.com/CA/San-Francisco/1738-1742-Page-St-94117/home/196594966,San Francisco MLS,425060416,N,Y,37.770923,-122.449515
MLS Listing,,Multi-Family (5+ Unit),1418 Leavenworth St,San Francisco,CA,94109,3750000,19,,SF District 8,11436,5000,1907,7,328,,Active,,,https://www.redfin.com/CA/San-Francisco/1418-Leavenworth-St-94109/home/196591780,San Francisco MLS,425060359,N,Y,37.7942317,-122.4160896
MLS Listing,,Condo/Co-op,156 Lombard St #14,San Francisco,CA,94111,1075000,2,2.5,SF District 8,1388,94533,1975,7,774,1702,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/156-Lombard-St-94111/unit-14/home/1424946,San Francisco MLS,425059748,N,Y,37.804528,-122.404291
MLS Listing,,Condo/Co-op,2133 Balboa St,San Francisco,CA,94121,1695000,4,3.0,SF District 1,2050,2495,,7,827,350,Active,,,https://www.redfin.com/CA/San-Francisco/2133-Balboa-St-94121/home/194777970,San Francisco MLS,425043645,N,Y,37.7763143,-122.4818517
MLS Listing,,Single Family Residential,2580 Mcallister St,San Francisco,CA,94118,4395000,5,5.5,SF District 1,3900,2125,,7,1127,,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/2580-McAllister-St-94118/home/1484163,San Francisco MLS,425057436,N,Y,37.7757296,-122.4546191
MLS Listing,,Multi-Family (2-4 Unit),597 Lincoln Way,San Francisco,CA,94122,2399000,8,5.0,SF District 2,4095,1925,1990,7,586,,Active,,,https://www.redfin.com/CA/San-Francisco/597-Lincoln-Way-94122/home/1799504,San Francisco MLS,425059809,N,Y,37.7658045,-122.4641281
MLS Listing,,Single Family Residential,65 Ottawa Ave,San Francisco,CA,94112,1075000,2,1.0,SF District 10,1300,2188,1927,7,827,,Active,July-31-2025 04:00 PM,July-31-2025 06:00 PM,https://www.redfin.com/CA/San-Francisco/65-Ottawa-Ave-94112/home/2017676,San Francisco MLS,425060239,N,Y,37.7145363,-122.4452043
MLS Listing,,Condo/Co-op,400 Beale St #1413,San Francisco,CA,94105,799999,1,1.0,SAN FRANCISCO,854,27851,2001,7,937,1181,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/400-Beale-St-94105/unit-1413/home/12398971,MLSListings,ML81987712,N,Y,37.7870715,-122.3909973
MLS Listing,,Condo/Co-op,146 Capra Way,San Francisco,CA,94123,1775000,2,2.0,SF District 7,1300,2178,1935,7,1365,343,Active,,,https://www.redfin.com/CA/San-Francisco/146-Capra-Way-94123/home/177198735,San Francisco MLS,425060245,N,Y,37.8027626,-122.4405931
MLS Listing,,Multi-Family (2-4 Unit),1501-1503 29th Ave,San Francisco,CA,94122,895000,1,,SF District 2,1263,993,1941,7,709,,Active,August-3-2025 12:00 PM,August-3-2025 02:00 PM,https://www.redfin.com/CA/San-Francisco/1501-1503-29th-Ave-94122/home/194785917,San Francisco MLS,425060156,N,Y,37.759201,-122.487746
MLS Listing,,Condo/Co-op,3310 19th St #303,San Francisco,CA,94110,1395000,3,2.5,SF District 9,1670,3746,2002,7,835,988,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/3310-19th-St-94110/unit-303/home/1864634,San Francisco MLS,425057429,N,Y,37.7605103,-122.4173271
MLS Listing,,Single Family Residential,841 Geneva Ave,San Francisco,CA,94112,1080000,5,3.0,SAN FRANCISCO,3158,3689,1924,7,342,,Active,,,https://www.redfin.com/CA/San-Francisco/841-Geneva-Ave-94112/home/1142463,MLSListings,ML82004126,N,Y,37.7175021,-122.4415458
MLS Listing,,Condo/Co-op,2200 Sacramento St #403,San Francisco,CA,94115,1495000,2,2.0,SF District 7,1130,17550,1964,7,1323,1228,Active,,,https://www.redfin.com/CA/San-Francisco/2200-Sacramento-St-94115/unit-403/home/1723394,San Francisco MLS,425058809,N,Y,37.7906712,-122.4294937
MLS Listing,,Condo/Co-op,2655 Bush St #431,San Francisco,CA,94115,1295000,2,2.0,SF District 6,1115,33520,2017,7,1161,1036,Active,,,https://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-431/home/196572493,San Francisco MLS,425057767,N,Y,37.7860369,-122.440572
MLS Listing,,Single Family Residential,43-B Sussex St,San Francisco,CA,94131,895000,2,1.5,SF District 5,,2103,1910,7,,317,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/43-Sussex-St-94131/home/194781286,San Francisco MLS,425059714,N,Y,37.7363742,-122.4336814
MLS Listing,,Condo/Co-op,988 Harrison St Unit YH2,San Francisco,CA,94107,675000,2,2.0,SF District 9,,,,8,,592,Active,August-2-2025 01:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/988-Harrison-St-94107/unit-YH2/home/196564154,San Francisco MLS,425060052,N,Y,37.7775861,-122.4041186
MLS Listing,,Condo/Co-op,988 Harrison St Unit HL4,San Francisco,CA,94107,649000,2,2.0,SF District 9,,,,8,,592,Active,August-2-2025 01:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/988-Harrison-St-94107/unit-HL4/home/196563750,San Francisco MLS,425060051,N,Y,37.7775861,-122.4041186
MLS Listing,,Multi-Family (2-4 Unit),134-136A 17th Ave,San Francisco,CA,94121,3388000,8,7.0,SF District 1,4000,2996,1913,8,847,,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/136-17th-Ave-94121/home/196482373,San Francisco MLS,425060088,N,Y,37.7854736,-122.4763928
MLS Listing,,Single Family Residential,1234 Francisco St #2,San Francisco,CA,94123,2100000,4,4.0,SF District 7,,2064,1924,8,,757,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1234-Francisco-St-94123/unit-2/home/196563053,San Francisco MLS,425059993,N,Y,37.8033561,-122.4256703
MLS Listing,,Multi-Family (2-4 Unit),1608 Folsom St,San Francisco,CA,94103,2095000,6,5.0,SF District 9,4185,2186,1914,8,501,,Active,,,https://www.redfin.com/CA/San-Francisco/1608-Folsom-St-94103/home/1694641,San Francisco MLS,425059656,N,Y,37.7707819,-122.415372
MLS Listing,,Single Family Residential,250 Mansell St,San Francisco,CA,94134,1078000,3,2.0,PORTOLA,1822,1822,1964,8,592,,Active,August-1-2025 11:00 AM,August-1-2025 01:00 PM,https://www.redfin.com/CA/San-Francisco/250-Mansell-St-94134/home/1016689,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41103516,N,Y,37.7211456,-122.4037207
MLS Listing,,Single Family Residential,1482 38th Ave,San Francisco,CA,94122,998000,2,1.5,SAN FRANCISCO,1375,2375,1937,8,726,,Active,,,https://www.redfin.com/CA/San-Francisco/1482-38th-Ave-94122/home/632350,MLSListings,ML82015676,N,Y,37.7593018,-122.4970287
MLS Listing,,Multi-Family (5+ Unit),807 Burnette Ave,San Francisco,CA,94131,2800000,,,SAN FRANCISCO,5174,4239,1974,8,541,,Active,,,https://www.redfin.com/CA/San-Francisco/807-Burnett-Ave-94131/home/681096,MLSListings,ML82015609,N,Y,37.7495403,-122.4445983
MLS Listing,,Other,545-555 Hyde St,San Francisco,CA,94109,2200000,17,,SF District 8,10297,2188,1911,8,214,,Active,,,https://www.redfin.com/CA/San-Francisco/545-555-Hyde-St-94109/home/194783849,San Francisco MLS,425059897,N,Y,37.786081,-122.416561
MLS Listing,,Single Family Residential,1830 Egbert Ave Unit A,San Francisco,CA,94124,625000,4,3.0,SAN FRANCISCO,2811,1463,1951,8,222,,Active,,,https://www.redfin.com/CA/San-Francisco/1830-Egbert-Ave-94124/unit-A/home/177206627,MLSListings,ML82015595,N,Y,37.7275447,-122.4008333
MLS Listing,,Single Family Residential,31 Romolo Pl #6,San Francisco,CA,94133,799000,2,1.0,SF District 8,,2300,1911,8,,655,Active,August-2-2025 01:00 PM,August-2-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/31-Romolo-Pl-94133/unit-6/home/195094534,San Francisco MLS,425059853,N,Y,37.7983472,-122.4064623
MLS Listing,,Single Family Residential,646 Paris St,San Francisco,CA,94112,1098888,4,2.0,SF District 10,,2495,1907,8,,,Active,,,https://www.redfin.com/CA/San-Francisco/646-Paris-St-94112/home/1257052,San Francisco MLS,425051103,N,Y,37.7186263,-122.4375514
MLS Listing,,Condo/Co-op,1155 Pine St #8,San Francisco,CA,94109,375000,0,1.0,SF District 8,370,5170,1928,8,1014,560,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/1155-Pine-St-94109/unit-8/home/554428,San Francisco MLS,425058443,N,Y,37.79009,-122.4148767
MLS Listing,,Other,4487-4489 Mission St,San Francisco,CA,94112,1198000,3,3.0,SF District 10,2900,2086,1906,9,413,,Active,August-2-2025 01:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/4489-Mission-St-94112/home/773382,San Francisco MLS,425059811,N,Y,37.726337,-122.433213
MLS Listing,,Single Family Residential,47 Auburn St Unit A,San Francisco,CA,94133,568000,2,1.0,SF District 8,688,1894,1914,9,826,525,Active,,,https://www.redfin.com/CA/San-Francisco/47-Auburn-St-94133/unit-A/home/196519950,San Francisco MLS,425059752,N,Y,37.7959693,-122.4125876
MLS Listing,,Single Family Residential,1122 Gilman Ave,San Francisco,CA,94124,850000,4,2.0,San Francisco,1615,2500,1936,9,526,,Active,,,https://www.redfin.com/CA/San-Francisco/1122-Gilman-Ave-94124/home/1502929,MLSListings,ML82010099,N,Y,37.7197147,-122.3903757
MLS Listing,,Single Family Residential,45 Auburn St Unit A,San Francisco,CA,94133,568000,2,1.0,SF District 8,688,1894,1914,9,826,453,Active,August-3-2025 02:00 AM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/45-Auburn-St-94133/unit-A/home/196540886,San Francisco MLS,425052199,N,Y,37.7959317,-122.4125926
MLS Listing,,Single Family Residential,1495 21st Ave,San Francisco,CA,94122,1295000,4,2.5,SF District 2,2225,2470,1925,9,582,,Active,August-4-2025 05:30 PM,August-4-2025 07:00 PM,https://www.redfin.com/CA/San-Francisco/1495-21st-Ave-94122/home/1385786,San Francisco MLS,425059558,N,Y,37.7598776,-122.4793294
MLS Listing,,Condo/Co-op,101 Lombard St Unit 109E,San Francisco,CA,94111,840000,1,1.5,WATERFRONT,1041,,1983,9,807,1388,Active,,,https://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-109E/home/1887303,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41105684,N,Y,37.8037119,-122.4045338
MLS Listing,,Condo/Co-op,301 Mission St Unit 34F,San Francisco,CA,94105,1345000,2,2.0,SF District 9,1601,50668,2009,9,840,3401,Active,,,https://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-34F/home/40138814,San Francisco MLS,425059471,N,Y,37.7903824,-122.3961531
MLS Listing,,Single Family Residential,333 Elliot St,San Francisco,CA,94134,825000,2,1.0,SAN FRANCISCO,1000,1875,1950,9,825,,Active,August-3-2025 02:00 PM,August-3-2025 04:30 PM,https://www.redfin.com/CA/San-Francisco/333-Elliot-St-94134/home/785961,MLSListings,ML82015485,N,Y,37.7139112,-122.4113562
MLS Listing,,Single Family Residential,884 Ingerson Ave,San Francisco,CA,94124,940000,5,3.0,Bayview Heights,1789,2495,1964,9,525,,Active,August-2-2025 01:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/884-Ingerson-Ave-94124/home/745566,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41100942,N,Y,37.7180046,-122.3906892
MLS Listing,,Condo/Co-op,888 7th St #134,San Francisco,CA,94107,467608,1,1.0,SF District 9,535,95280,2007,9,874,537,Active,August-2-2025 01:00 PM,August-2-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/888-7th-St-94107/unit-134/home/22894648,San Francisco MLS,425059300,N,Y,37.770553,-122.4004052
MLS Listing,,Condo/Co-op,1201 Sutter St #408,San Francisco,CA,94109,1099000,2,2.0,SF District 8,,8524,2022,9,,457,Active,,,https://www.redfin.com/CA/San-Francisco/1201-Sutter-St-94109/unit-408/home/183872097,San Francisco MLS,425059552,N,Y,37.7876407,-122.4202681
MLS Listing,,Single Family Residential,3284 Folsom St,San Francisco,CA,94110,1095000,3,2.0,SF District 9,1708,2000,1902,9,641,,Active,August-2-2025 01:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/3284-Folsom-St-94110/home/1606076,San Francisco MLS,425057249,N,Y,37.7454204,-122.4136567
MLS Listing,,Condo/Co-op,600 Chestnut St #211,San Francisco,CA,94133,1200000,2,2.0,SF District 8,1158,20291,1995,10,1036,796,Active,August-3-2025 01:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/600-Chestnut-St-94133/unit-211/home/538369,San Francisco MLS,425059546,N,Y,37.8038951,-122.4137187
MLS Listing,,Single Family Residential,162 Madrid St,San Francisco,CA,94112,1098000,4,3.0,EXCELSIOR,1725,2500,1924,10,637,,Active,,,https://www.redfin.com/CA/San-Francisco/162-Madrid-St-94112/home/774031,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41105025,N,Y,37.726953,-122.4290591
MLS Listing,,Single Family Residential,1264 Fitzgerald Ave,San Francisco,CA,94124,1007000,3,1.0,SF District 10,1216,2500,1957,10,828,,Active,,,https://www.redfin.com/CA/San-Francisco/1264-Fitzgerald-Ave-94124/home/744152,San Francisco MLS,425059498,N,Y,37.72186,-122.3924372
MLS Listing,,Condo/Co-op,1100 Union St #1100,San Francisco,CA,94109,3495000,2,2.5,SF District 8,2505,8938,1929,10,1395,3976,Active,,,https://www.redfin.com/CA/San-Francisco/1100-Union-St-94109/unit-1100/home/12399721,San Francisco MLS,425059424,N,Y,37.7996387,-122.4176792
MLS Listing,,Single Family Residential,16 Dodge St,San Francisco,CA,94102,700000,1,1.5,SF District 8,1500,1120,1925,10,467,,Active,,,https://www.redfin.com/CA/San-Francisco/16-Dodge-Pl-94102/home/196517552,San Francisco MLS,425053841,N,Y,37.7820806,-122.4167468
MLS Listing,,Single Family Residential,78 Theresa St,San Francisco,CA,94112,799000,2,2.0,SF District 10,895,2495,1922,10,893,,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/78-Theresa-St-94112/home/812587,San Francisco MLS,425059330,N,Y,37.728625,-122.4338903
MLS Listing,,Other,1192 Pacific Ave,San Francisco,CA,94133,3250000,12,2.0,SF District 8,8004,2696,1902,10,406,,Active,,,https://www.redfin.com/CA/San-Francisco/1192-Pacific-Ave-94133/home/196516365,San Francisco MLS,425059356,N,Y,37.79605,-122.414833
MLS Listing,,Condo/Co-op,88 Hoff St #101,San Francisco,CA,94110,584516,1,2.0,SF District 9,985,10702,2000,10,593,744,Active,August-3-2025 02:00 PM,August-3-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/88-Hoff-St-94110/unit-101/home/1179205,San Francisco MLS,425056602,N,Y,37.7639197,-122.4207016
MLS Listing,,Single Family Residential,234 Valley St,San Francisco,CA,94131,4495000,4,3.5,SF District 5,3800,2922,1900,11,1183,,Active,August-2-2025 10:00 AM,August-2-2025 01:00 PM,https://www.redfin.com/CA/San-Francisco/234-Valley-St-94131/home/1712942,San Francisco MLS,425059152,N,Y,37.7446879,-122.427659
MLS Listing,,Condo/Co-op,382 Green St #3,San Francisco,CA,94133,675000,1,1.0,SF District 8,462,1304,1906,12,1461,289,Active,August-2-2025 12:00 PM,August-2-2025 02:00 PM,https://www.redfin.com/CA/San-Francisco/382-Green-St-94133/unit-3/home/1537421,San Francisco MLS,425058611,N,Y,37.8000887,-122.4056292
MLS Listing,,Condo/Co-op,39 Moss St,San Francisco,CA,94103,665000,2,1.0,SF District 9,690,1875,1907,12,964,495,Active,August-2-2025 02:00 PM,August-2-2025 04:00 PM,https://www.redfin.com/CA/San-Francisco/39-Moss-St-94103/home/28939260,San Francisco MLS,425058919,N,Y,37.7779577,-122.4081881
MLS Listing,,Condo/Co-op,85 Duboce Ave #301,San Francisco,CA,94103,629000,1,1.0,SF District 9,667,6327,1980,12,943,620,Active,August-2-2025 01:00 PM,August-2-2025 03:00 PM,https://www.redfin.com/CA/San-Francisco/85-Duboce-Ave-94103/unit-301/home/983465,San Francisco MLS,425057647,N,Y,37.7698049,-122.4218614
MLS Listing,,Condo/Co-op,38 Jennings Ct,San Francisco,CA,94124,799000,3,2.0,SF District 10,1400,2589,1992,13,571,,Active,,,https://www.redfin.com/CA/San-Francisco/38-Jennings-Ct-94124/home/1885286,San Francisco MLS,425058730,N,Y,37.716911,-122.397591
